date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:09	23357/23357	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Sep%202016%2013:07:18%20GMT	http://provocativequestions.nci.nih.gov/robots.txt		(from )
09:07:10	26108/26108	---M--	200	added ('OK')	text/html	date:Tue,%2027%20Sep%202016%2013:07:06%20GMT	http://provocativequestions.nci.nih.gov/	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/index.html	(from )
09:07:10	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2016%20Dec%202010%2018:22:02%20GMT	http://provocativequestions.nci.nih.gov/front-page/skipnav.gif	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/front-page/skipnav.gif	(from http://provocativequestions.nci.nih.gov/)
09:07:11	70166/70166	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2027%20Sep%202016%2013:07:07%20GMT	http://provocativequestions.nci.nih.gov/portal_javascripts/GreenTheme/ploneScripts5880.js	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_javascripts/GreenTheme/ploneScripts5880.js	(from http://provocativequestions.nci.nih.gov/)
09:07:12	5218/5218	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:07%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/base.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/base.css	(from http://provocativequestions.nci.nih.gov/)
09:07:12	20553/20553	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:09%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/public.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/public.css	(from http://provocativequestions.nci.nih.gov/)
09:07:12	918/918	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:09%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/columns.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/columns.css	(from http://provocativequestions.nci.nih.gov/)
09:07:13	13953/13953	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:09%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/authoring.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/authoring.css	(from http://provocativequestions.nci.nih.gov/)
09:07:13	5837/5837	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:09%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/portlets.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/portlets.css	(from http://provocativequestions.nci.nih.gov/)
09:07:14	3841/3841	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:10%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/presentation.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/presentation.css	(from http://provocativequestions.nci.nih.gov/)
09:07:14	2217/2217	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:11%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/print.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/print.css	(from http://provocativequestions.nci.nih.gov/)
09:07:14	7216/7216	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Sep%202016%2013:07:11%20GMT	http://provocativequestions.nci.nih.gov/portal_css/GreenTheme/mobile.css	C:/site_migration/ProvocativeQuestionsSite/Provocative%20Questions/provocativequestions.nci.nih.gov/portal_css/GreenTheme/mobile.css	(from http://provocativequestions.nci.nih.gov/)
